"cell_type_formatted","marker","neg_log10_p"
"macrophage","NPC2",86.3576493174355
"macrophage","PSME2",86.1465616019446
"macrophage","LAMTOR5",86.076479056475
"macrophage","PSMB6",85.9807464359176
"macrophage","CIB1",85.5631194994921
"macrophage","SHFM1",85.462319967639
"macrophage","VDAC2",85.1350337598051
"macrophage","RAB7A",85.1123201133719
"macrophage","CXCL8",84.5217675797588
"macrophage","RHOA",83.9943198199464
"macrophage","TALDO1",83.6768381550372
"macrophage","CALR",83.1229601236706
"macrophage","TNIP3",82.8157780678272
"macrophage","ECH1",82.6237493484926
"macrophage","LRRFIP1",81.4437183546839
"macrophage","ATP5C1",80.6647024203261
"macrophage","TMBIM6",80.2329292515993
"macrophage","PSMA4",79.8681431782134
"macrophage","TNFAIP6",77.4674764287478
"macrophage","SOD2",77.3726585944906
"macrophage","SH3BGRL",77.2634659604814
"macrophage","PEBP1",77.184820858295
"macrophage","CYCS",76.9686292044058
"macrophage","MINOS1",76.8054311666981
"macrophage","PRSS21",76.5407351632527
"macrophage","MT1X",73.8117142281305
"macrophage","UQCRQ",73.2412599433967
"macrophage","UQCR10",71.0998330551052
"macrophage","CFL1",69.8070501966173
"macrophage","TMBIM4",69.0253451193717
"macrophage","SAT1",68.6868110797471
"macrophage","ATP5J2",68.0684748859732
"macrophage","ATP5J",67.4521713941744
"macrophage","BLOC1S1",67.2970094304783
"macrophage","ARPC5",66.4500530201694
"macrophage","C9orf16",66.3385715825784
"macrophage","RBX1",65.9228463194387
"macrophage","PRR13",65.0191942587642
"macrophage","NDUFB2",64.5347049983616
"macrophage","PSMB3",64.1543192631498
"macrophage","NDUFS5",63.0639035802515
"macrophage","YWHAB",62.813983089563
"macrophage","COX7B",60.8565944394056
"macrophage","ARPC3",59.0417197467578
"macrophage","DBI",58.5198410350826
"macrophage","ARPC2",58.2210479703142
"macrophage","PGK1",57.9411223964945
"macrophage","GSTP1",57.5586972976168
"macrophage","COX5B",55.8447160931585
"macrophage","ARPC1B",55.6016234915699
"macrophage","SAP18",54.2440759212052
"macrophage","ITM2B",53.2758088047328
"macrophage","SH3BGRL3",52.8887443590548
"macrophage","LDHA",52.6206244972833
"macrophage","NDUFA4",50.8459236247511
"macrophage","PFN1",50.4033647014462
"macrophage","FABP3",50.3398695934109
"macrophage","COX7A2",49.0427698463388
"macrophage","CALM1",48.1825279286778
"macrophage","SCGB1A1",46.7591463805668
"macrophage","ENO1",44.4784210361759
"macrophage","TMEM59",44.4517953050396
"macrophage","CLIC1",44.3119826956716
"macrophage","HSP90AB1",44.2971810651438
"macrophage","SCGB3A1",42.9737502866665
"macrophage","MT1M",41.7429577703593
"macrophage","IL6",38.8616811720667
"macrophage","COX6C",38.1078073033018
"macrophage","CXCL1",36.7509992789415
"macrophage","MYL12B",36.6139766070307
"macrophage","PPIA",35.8654564356365
"macrophage","CALM2",35.4249835980483
"macrophage","PTX3",29.6515557878569
"macrophage","CXCL10",19.1018699066906
"proliferating macrophage","TUBA1B",Inf
"proliferating macrophage","H2AFZ",Inf
"proliferating macrophage","TUBB",Inf
"proliferating macrophage","HMGN2",287.604655914706
"proliferating macrophage","TK1",286.11422539507
"proliferating macrophage","KIAA0101",273.673633385348
"proliferating macrophage","TYMS",265.066931692858
"proliferating macrophage","CDK1",259.47186488177
"proliferating macrophage","UBE2C",254.465197461907
"proliferating macrophage","STMN1",253.768473503036
"proliferating macrophage","BIRC5",252.96824520319
"proliferating macrophage","NUSAP1",250.61955910203
"proliferating macrophage","MKI67",244.794738497192
"proliferating macrophage","CENPW",243.710767551895
"proliferating macrophage","RAD51AP1",237.342712170566
"proliferating macrophage","MARCO",235.434561825004
"proliferating macrophage","MAD2L1",234.123915520858
"proliferating macrophage","CEP55",232.938219048762
"proliferating macrophage","HMMR",231.804104455389
"proliferating macrophage","FABP4",231.556523182749
"proliferating macrophage","CCNB2",229.38313608146
"proliferating macrophage","ZWINT",226.525641685619
"proliferating macrophage","TOP2A",224.540831852693
"proliferating macrophage","GGH",223.99708354384
"proliferating macrophage","CDKN3",223.710264420697
"proliferating macrophage","PRC1",221.354470845812
"proliferating macrophage","CKAP2L",219.801699466709
"proliferating macrophage","GRN",218.187012783057
"proliferating macrophage","CENPK",215.111061363979
"proliferating macrophage","TPX2",212.38632341685
"proliferating macrophage","ASF1B",211.900137220673
"proliferating macrophage","MND1",209.878639077004
"proliferating macrophage","GTSE1",208.079129412329
"proliferating macrophage","RRM2",207.753529954885
"proliferating macrophage","NUF2",206.721143707242
"proliferating macrophage","KIFC1",205.987240198485
"proliferating macrophage","HP",205.502653950354
"proliferating macrophage","CENPM",203.111062599593
"proliferating macrophage","SHCBP1",202.467439716431
"proliferating macrophage","CENPF",202.1572771864
"proliferating macrophage","SPC25",201.459845120308
"proliferating macrophage","CENPN",199.832731565415
"proliferating macrophage","MELK",197.06191607062
"proliferating macrophage","CLSPN",196.594863868151
"proliferating macrophage","CKS1B",195.958715494899
"proliferating macrophage","CCNA2",195.163264438871
"proliferating macrophage","APOC1",193.83570908667
"proliferating macrophage","VSIG4",193.807700077029
"proliferating macrophage","C1QB",192.431405616381
"proliferating macrophage","AURKB",192.177265070613
"proliferating macrophage","LGALS3",191.965624439007
"proliferating macrophage","CDT1",191.938692961549
"proliferating macrophage","FN1",191.44084353995
"proliferating macrophage","LGALS3BP",191.431137738179
"proliferating macrophage","CCDC34",189.98031587719
"proliferating macrophage","SGOL1",189.160155745505
"proliferating macrophage","NCAPG",188.549610223438
"proliferating macrophage","NDC80",188.228085218452
"proliferating macrophage","UBE2T",187.371250465806
"proliferating macrophage","LPL",187.356232399232
"proliferating macrophage","SMC2",187.055622015401
"proliferating macrophage","MGST3",186.564010142965
"proliferating macrophage","CENPU",186.280331078797
"proliferating macrophage","TROAP",185.882289899762
"proliferating macrophage","GPNMB",185.400050870121
"proliferating macrophage","CENPA",184.889729774771
"proliferating macrophage","MGST1",184.193920399752
"proliferating macrophage","ALDH2",184.132586209961
"proliferating macrophage","WDR34",183.946835424836
"proliferating macrophage","FAM111B",182.5375327354
"proliferating macrophage","SERPING1",182.30535185967
"proliferating macrophage","PHLDA3",181.472650046751
"proliferating macrophage","TCF19",181.308295471005
"proliferating macrophage","CYP27A1",180.442332892979
"proliferating macrophage","ANLN",177.835176157584
"proliferating macrophage","HMGB3",177.265151435314
"proliferating macrophage","TMEM106C",176.070502014661
"proliferating macrophage","HMGB1",176.009050027397
"proliferating macrophage","C1QA",175.946786145843
"proliferating macrophage","FABP5",175.623492154174
"proliferating macrophage","DLGAP5",175.095232691327
"proliferating macrophage","DHFR",174.853128033837
"proliferating macrophage","CDCA3",174.29960843839
"proliferating macrophage","CDCA5",174.134139535592
"proliferating macrophage","ASPM",172.665476909744
"proliferating macrophage","MRC1",172.037665574251
"proliferating macrophage","PBK",171.820287786997
"proliferating macrophage","FANCI",170.960981771626
"proliferating macrophage","TUBB4B",170.923344285169
"proliferating macrophage","KIF11",169.466145245502
"proliferating macrophage","SGMS2",169.458625705582
"proliferating macrophage","CCL23",169.235313137163
"proliferating macrophage","KIF2C",169.178369649497
"proliferating macrophage","DTYMK",169.177454306877
"proliferating macrophage","C1QC",169.08636987385
"proliferating macrophage","BRCA2",168.964033285054
"proliferating macrophage","TUBA1C",168.612817002695
"proliferating macrophage","CDC20",168.404964562656
"proliferating macrophage","PPARG",167.503818533745
"proliferating macrophage","SKA3",167.07312467561
"proliferating macrophage","RNASEH2A",166.687636982246
"proliferating macrophage","OLR1",166.54109948137
"proliferating macrophage","CCNB1",166.28538117398
"proliferating macrophage","FAM111A",165.801710334504
"proliferating macrophage","POC1A",165.754017835674
"proliferating macrophage","PKMYT1",164.286900702851
"proliferating macrophage","MCEMP1",164.122773312563
"proliferating macrophage","MS4A4A",163.38038251694
"proliferating macrophage","SGOL2",162.488837351252
"proliferating macrophage","PTTG1",162.362059939365
"proliferating macrophage","RAD51",162.148614325143
"proliferating macrophage","ESCO2",161.415658847885
"proliferating macrophage","MME",160.734070214151
"proliferating macrophage","CKS2",160.58997472454
"proliferating macrophage","TREM1",160.309116429645
"proliferating macrophage","RETN",160.192494143503
"proliferating macrophage","RRM1",159.147223446793
"proliferating macrophage","PHGDH",158.65835838238
"proliferating macrophage","TEX30",158.232670083368
"proliferating macrophage","DEFB1",158.014776166684
"proliferating macrophage","GMNN",157.62623076156
"proliferating macrophage","TUBB6",157.500256292721
"proliferating macrophage","FBP1",157.224015229969
"proliferating macrophage","BUB1",156.711581068613
"proliferating macrophage","PDLIM1",156.483972219146
"proliferating macrophage","PHF19",155.698234752144
"proliferating macrophage","FOXM1",155.494186627725
"proliferating macrophage","KIF23",155.066260554196
"proliferating macrophage","RACGAP1",154.43249634775
"proliferating macrophage","CTSD",154.378001806151
"proliferating macrophage","EPHX1",154.341361055153
"proliferating macrophage","PCOLCE2",154.304790048119
"proliferating macrophage","ARL6IP1",154.264298438016
"proliferating macrophage","HADH",154.187129551763
"proliferating macrophage","HJURP",153.830901193154
"proliferating macrophage","CES1",153.513661319281
"proliferating macrophage","APITD1",153.085627569736
"proliferating macrophage","AKR1C3",152.759553618822
"proliferating macrophage","PRIM1",152.533352526268
"proliferating macrophage","LOC101929371",152.374738182991
"proliferating macrophage","SERPINA1",152.357123830104
"proliferating macrophage","DIAPH3",152.249490394812
"proliferating macrophage","INHBA",152.165666156369
"proliferating macrophage","BRCA1",152.145947973976
"proliferating macrophage","S100A13",151.807558473112
"proliferating macrophage","ITGB3BP",151.590982775995
"proliferating macrophage","UHRF1",151.558055148571
"proliferating macrophage","RHEB",151.369257403891
"proliferating macrophage","OASL",151.20676604527
"proliferating macrophage","FAM89A",151.133462621341
"proliferating macrophage","ACP5",150.797921138109
"proliferating macrophage","APOE",150.655505087921
"proliferating macrophage","VMO1",149.32731649594
"proliferating macrophage","ATAD2",148.809950755661
"proliferating macrophage","ORC6",148.633480420149
"proliferating macrophage","OIP5",148.327118819398
"proliferating macrophage","NUPR1",148.325865902043
"proliferating macrophage","SKA2",147.796150020648
"proliferating macrophage","CDKN2C",147.734622664253
"proliferating macrophage","TACC3",147.544608462197
"proliferating macrophage","LRPAP1",146.680896645883
"proliferating macrophage","CTSC",146.67013171815
"proliferating macrophage","SCCPDH",146.644281927513
"proliferating macrophage","FEN1",145.980864216657
"proliferating macrophage","ACTN1",145.541057011223
"proliferating macrophage","ARHGAP11A",145.40222647371
"proliferating macrophage","FHL1",145.358234369378
"proliferating macrophage","ABCG1",145.340394113557
"proliferating macrophage","PCNA",145.300419788268
"proliferating macrophage","SMC4",145.270101652102
"proliferating macrophage","DEPDC1",145.141032713292
"proliferating macrophage","CENPH",145.121316751607
"proliferating macrophage","GSTO1",144.805770756172
"proliferating macrophage","SCD",144.783109718518
"proliferating macrophage","MSR1",144.470485208455
"proliferating macrophage","PLK1",144.143600777231
"proliferating macrophage","DAB2",144.126565528917
"proliferating macrophage","COPRS",143.168540118087
"proliferating macrophage","IFI6",143.129773381698
"proliferating macrophage","AMIGO2",142.297823579697
"proliferating macrophage","CDCA2",142.022183038316
"proliferating macrophage","TREM2",141.907003866322
"proliferating macrophage","HEXB",141.717635982205
"proliferating macrophage","EZH2",141.684788081148
"proliferating macrophage","HNMT",141.39184909989
"proliferating macrophage","VRK1",141.309959743143
"proliferating macrophage","CRNDE",140.610482604947
"proliferating macrophage","SAC3D1",140.541074662954
"proliferating macrophage","ADAMTSL4",140.225373223962
"proliferating macrophage","KIAA1524",140.219661845652
"proliferating macrophage","CASC5",140.088548569076
"proliferating macrophage","ALDH3A2",139.842366572302
"proliferating macrophage","ACO1",139.717412950268
"proliferating macrophage","CPE",139.514019632441
"proliferating macrophage","ABCG2",138.891511177466
"proliferating macrophage","UBASH3B",138.380414753649
"proliferating macrophage","SPATS2L",138.267766528916
"proliferating macrophage","SPAG5",138.224572819275
"proliferating macrophage","CENPE",137.844558431456
"proliferating macrophage","KDELC2",137.839272679204
"proliferating macrophage","CCL18",137.02875130288
"proliferating macrophage","AGRP",137.005246201612
"proliferating macrophage","ALDH1A1",136.755923246285
"proliferating macrophage","PRR11",136.234774696779
"proliferating macrophage","PPIC",136.193600391374
"proliferating macrophage","HYI",135.871959748315
"proliferating macrophage","PLBD1",135.869291865029
"proliferating macrophage","E2F1",135.711337678114
"proliferating macrophage","BARD1",135.696701235472
"proliferating macrophage","BST1",134.884769938248
"proliferating macrophage","FCGR1A",134.712756300448
"proliferating macrophage","ECSCR",134.691483256272
"proliferating macrophage","ACVRL1",134.575790268227
"proliferating macrophage","HERC5",134.569790567714
"proliferating macrophage","TUBG1",133.892147036376
"proliferating macrophage","KIF20B",133.786288512313
"proliferating macrophage","FOLR3",133.332725132866
"proliferating macrophage","LOC100507002",133.248403569954
"proliferating macrophage","H2AFX",133.124605297465
"proliferating macrophage","RBP4",132.748198687125
"proliferating macrophage","HAUS4",132.722410824882
"proliferating macrophage","PTGR1",132.701727081838
"proliferating macrophage","MTFR2",132.376851783608
"proliferating macrophage","DNAJC9",131.996597470422
"proliferating macrophage","GAA",131.962551877658
"proliferating macrophage","POLD3",131.632306252883
"proliferating macrophage","LIG1",131.484229721469
"proliferating macrophage","SIRPA",131.370073672265
"proliferating macrophage","RFC4",131.301230089122
"proliferating macrophage","TCF7L2",131.0391461419
"proliferating macrophage","FCGR1B",130.908466070602
"proliferating macrophage","LINC01272",130.817360490394
"proliferating macrophage","UBE2S",130.727194068402
"proliferating macrophage","APIP",130.61825516369
"proliferating macrophage","VMA21",130.369914482089
"proliferating macrophage","PRRG4",129.950433531474
"proliferating macrophage","VAT1",129.760221122325
"proliferating macrophage","BHLHE41",129.705921356415
"proliferating macrophage","OSBPL1A",129.534662973054
"proliferating macrophage","GPSM2",129.494495701016
"proliferating macrophage","CD163",129.203843444465
"proliferating macrophage","ANXA5",129.042338804689
"proliferating macrophage","RAB13",128.62490436562
"proliferating macrophage","HIRIP3",128.487018713343
"proliferating macrophage","CKAP2",128.473744833203
"proliferating macrophage","SNX10",128.064011698712
"proliferating macrophage","LRR1",127.986235169367
"proliferating macrophage","REEP3",127.87339428427
"proliferating macrophage","TRIOBP",127.840127919508
"proliferating macrophage","ANXA2",127.781397048306
"proliferating macrophage","IFI27L1",127.660913448484
"proliferating macrophage","MYBL2",127.473552087277
"proliferating macrophage","MCOLN1",127.44799762648
"proliferating macrophage","PTMS",127.334304373185
"proliferating macrophage","MCM7",127.200550211583
"proliferating macrophage","GLA",127.016941842358
"proliferating macrophage","TIMP2",126.803733437248
"proliferating macrophage","ATL3",126.752308176342
"proliferating macrophage","FBXO5",126.509949165928
"proliferating macrophage","CTSL",126.482587237694
