tissue,simuround,subset,marker,manual_annotation,manual_CLname,manual_CLID,RAG_cell_type
Lung,5,0.75,"WT1,GALNT9,DSC3,DMKN,ITLN1,MGARP,C3",Mesothelial,mesothelial cell,CL:0000077,cell_type_name
Lung,5,0.75,"TUBB1,ITGA2B,CMTM5,CABP5,TMEM40,PF4,GRAP2",Platelet/Megakaryocyte,"platelet,megakaryocyte","CL:0000233,CL:0000556",platelet
Lung,5,0.75,"CTSW,ZFP36L2,CXCR4,CD2,CD7,LGALS1,GNLY",Natural Killer T,,,T cell
Lung,5,0.75,"HSPB3,CLU,MET,RAMP1,FAM150A,CST5,SCX",Fibromyocyte,,,fibroblast
Lung,5,0.75,"CLIC1,PSCA,FAM3D,TXN,GABRP,AGR2,COX5A",Goblet,goblet cell,CL:0000160,goblet cell
Lung,5,0.75,"TFF3,TMPRSS11E,BSND,ASCL3,FOXI1,ATP6V1B1,PHGR1",Ionocyte,ionocyte,CL:0005006,ionocyte
Lung,5,0.75,"SCGN,PRDX2,SEC11C,BEX1,PCSK1N,CPE,FAM46A",Neuroendocrine,neuroendocrine cell,CL:0000165,neuroendocrine cell
Lung,5,0.75,"TESC,PHB,TCN1,LPO,LYZ,PRB4,PRB3",Serous,serous secreting cell,CL:0000313,neutrophil
Lung,5,0.75,"C1QB,HLA-DRB1,LYZ,AIF1,CTSL,CTSZ,C1QA",Macrophages,macrophage,CL:0000235,macrophage
Lung,5,0.75,"GZMA,GZMB,NKG7,CST7,GNLY,PRF1,CCL5",Innate lymphoid cell NK,natural killer cell,CL:0000623,cytotoxic T cell
Lung,5,0.75,"CYB5A,MUC1,SFTA2,S100A14,SLC39A8,SFTA3,SLC34A2",AT2,type II pneumocyte,CL:0002063,alveolar type II cell
Lung,5,0.75,"CLEC14A,IGFBP7,SPARCL1,PECAM1,VWF,RAMP2,RAMP3",EC venous,vein endothelial cell,CL:0002543,endothelial cell
Lung,5,0.75,"TRBC2,IL32,CORO1A,CD3D,TRAC,CXCR4,CD69",T cell lineage,T cell,CL:0000084,cd8+ mem/eff t cell
Lung,5,0.75,"CLEC14A,CRIP2,TM4SF1,SOX17,GIMAP7,IFI27,CLDN5",EC arterial,endothelial cell of artery,CL:1000413,endothelial cell
Lung,5,0.75,"BGN,C1S,IGFBP7,CALD1,COL6A1,COL1A2,MGP",Fibroblasts,fibroblast,CL:0000057,fibroblast
Lung,5,0.75,"EMP2,TSPAN13,KRT7,AGER,ADIRF,CAV1,HOPX",AT1,type I pneumocyte,CL:0002062,pulmonary alveolar type 1 cell
Lung,5,0.75,"RP11-295M3.4,C5orf49,FAM229B,CD24,C11orf97,SNTN,C12orf75",Multiciliated lineage,multi-ciliated epithelial cell,CL:0005012,pulmonary alveolar type 2 cell
Lung,5,0.75,"IGKC,CORO1A,CD79A,LTB,TSC22D3,IGLC2,IGHA1",B cell lineage,B cell,CL:0000236,macrophage
Lung,5,0.75,"PIGR,KRT19,MUC1,KRT7,CP,CXCL17,TACSTD2",Secretory,secretory cell,CL:0000151,goblet cell
Lung,5,0.75,"FCER1G,COTL1,VCAN,S100A8,FCN1,CD14,S100A9",Monocytes,monocyte,CL:0000576,nonclassical monocyte
Lung,5,0.75,"CCL28,ZG16B,PIP,TCN1,AZGP1,SEC11C,MARCKSL1",Submucosal Secretory,,,goblet cell
Lung,5,0.75,"CLDN5,TM4SF1,AQP1,SPARCL1,EGFL7,HYAL2,CDH5",EC capillary,capillary endothelial cell,CL:0002144,endothelial cell
Lung,5,0.75,"SDPR,CCL21,ECSCR,RAMP2,MMRN1,IGFBP7,TM4SF1",Lymphatic EC mature,,,microvascular endothelial cell
Lung,5,0.75,"CCL21,SDPR,TFPI,TIMP3,CLDN5,IGFBP7,GNG11",Lymphatic EC differentiating,,,endothelial cell
Lung,5,0.75,"HLA-DPA1,HLA-DQA1,GPR183,HLA-DMA,ITGB2,HLA-DQB1,HLA-DRB1",Dendritic cells,dendritic cell,CL:0000451,antigen-presenting cell
Lung,5,0.75,"TAGLN,PRELP,CALD1,SPARCL1,GPX3,TPM2,CTGF",Myofibroblasts,myofibroblast cell,CL:0000186,fibroblast
Lung,5,0.75,"TPSB2,VWA5A,KIT,CPA3,TPSAB1,GATA2,RGS13",Mast cells,mast cell,CL:0000097,mast cell
Lung,5,0.75,"IGFBP7,ACTG2,PPP1R14A,FLNA,SELM,TPM2,LMOD1",Fibromyocytes,,,smooth muscle cell
Lung,5,0.75,"ECSCR,EID1,HMGN1,LSM2,MARCKS,TUBB,ARPC1A",Lymphatic EC proliferating,,,goblet cell
Lung,5,0.75,"CD36,MMRN1,KALRN,TSHZ2,LDB2,PPFIBP1,PKHD1L1",Endothelial cell (lymphatic),endothelial cell of lymphatic vessel,CL:0002138,pulmonary alveolar type 2 cell
Lung,5,0.75,"ST6GALNAC5,RAB11FIP1,KHDRBS2,NTM,NCKAP5,RBMS3,EMP2",Epithelial cell (alveolar type I),type I pneumocyte,CL:0002062,unidentified
Lung,5,0.75,"AUTS2,SFTPB,ERBB4,LRRK2,ABCA3,ANK3,MACROD2",Epithelial cell (alveolar type II),type II pneumocyte,CL:0002063,alveolar type II cell
Lung,5,0.75,"RBMS3,FAF1,GLIS3,XPR1,KRT17,CACHD1,EYA2",Epithelial cell (basal),basal cell,CL:0000646,cell_type_name
Lung,5,0.75,"HYDIN,STK33,CFAP54,DNAH7,LRRIQ1,AGBL4,CDHR3",Epithelial cell (ciliated),ciliated epithelial cell,CL:0000067,goblet cell
Lung,5,0.75,"KIAA1324,NEDD4L,SFTPB,MACROD2,ERBB4,SCGB3A2,BMPR1B",Epithelial cell (club),club cell,CL:0000158,pulmonary alveolar type 2 cell
Lung,5,0.75,"PLCG2,DENND5B,ST6GAL1,FCHSD2,RALGPS2,CREB3L2,MEF2C",Immune (B cell),B cell,CL:0000236,unidentified cell type
Lung,5,0.75,"SKAP1,PIP4K2A,FYN,B2M,AOAH,PARP8,CD247",Immune (NK cell),natural killer cell,CL:0000623,myeloid dendritic cell
Lung,5,0.75,"PTPRC,SYTL3,ITK,THEMIS,SKAP1,FKBP5,PARP8",Immune (T cell),T cell,CL:0000084,T-cell
Lung,5,0.75,"SLC11A1,DOCK8,TFRC,GPCPD1,MSR1,PLXDC2,FMNL2",Immune (alveolar macrophage),alveolar macrophage,CL:0000583,nonclassical monocyte
Lung,5,0.75,"IL18R1,TPSB2,SRGN,ARHGAP15,KIT,SLC24A3,FER",Immune (mast cell),mast cell,CL:0000097,mast cell
Lung,5,0.75,"CACNA1C,ACTA2,PRKG1,INPP4B,LPP,EBF1,DMD",Pericyte/SMC,"pericyte,smooth muscle cell","CL:0000669,CL:0000192",smooth muscle cell
Lung,5,0.75,"TCF4,EGFL7,PECAM1,PTPRM,EPAS1,CALCRL,TIMP3",Endothelial cell (vascular),endothelial cell of vascular tree,CL:0002139,endothelial cell
Lung,5,0.75,"SLIT2,PLEKHH2,RBMS3,RORA,ARHGAP6,PRKG1,LAMA2",Fibroblast,fibroblast,CL:0000057,lipofibroblast
Lung,5,0.75,"PLXDC2,ZEB2,TBXAS1,SLC8A1,CHST11,CTSB,CD74",Immune (DC/macrophage),"dendritic cell,macrophage","CL:0000451,CL:0000235",pulmonary alveolar type 2 cell
Lung,5,0.75,"ADIPOQ,PLIN2,PPARG,GHR,LPIN1,FOXO1,G0S2",Adipocyte,fat cell,CL:0000136,adipocyte
Lung,5,0.75,"HOPX,PDPN,EMP2",Alveolar Type I,type I pneumocyte,CL:0002062,alveolar epithelial cell type I
Lung,5,0.75,"LAMP3,NKX2-1,SLC34A2",Alveolar Type II,type II pneumocyte,CL:0002063,pulmonary alveolar type 2 cell
Lung,5,0.75,"CD24,CD1c,CXCR3",B cell_memory,memory B cell,CL:0000787,lung dendritic cell
Lung,5,0.75,"TUBA1A,DNAI2,DNAI1,FOXJ1,CDHR3,FAM92B",Ciliated Epithelial,ciliated epithelial cell,CL:0000067,ciliated epithelial cell
Lung,5,0.75,"SCGB3A1,MUC5B,CYP2F2,SCGB3A2,SCGB1A1",Club Epithelial,club cell,CL:0000158,club cell
Lung,5,0.75,"IGFBP5,COL6A1,COL4A1,FBLN1,HGF,NEGR1,COL3A1,IL33,FN1,COL1A2,COL6A2,IGFBP3,DCN,COL1A1,COL5A1,COL6A3,COL18A1,IL6",Fibroblast,fibroblast,CL:0000057,fibroblast
Lung,5,0.75,"FLT4,PROX1,MMRN1,LYVE1",Lymphatic Endothelial,endothelial cell of lymphatic vessel,CL:0002138,lymphatic endothelial cell
Lung,5,0.75,"CD163,CD74,CPM,CSF1R,C1QA,MR1,CD163,CD36,MS4A6A,RBPJ,LYZ,SLC11A1,CD68,MRC1,MSR1",Macrophage,macrophage,CL:0000235,macrophage
Lung,5,0.75,"HDC,TPSB2,TPSAB1,CD69",Mast Cell,mast cell,CL:0000097,mast cell
Lung,5,0.75,"MCAM,ACTA2,CSPG4,MYO1B,DES,PDGFRB",Pericyte,pericyte,CL:0000669,pericyte
Lung,5,0.75,"CNN1,VCL,ACTA2,MYH11,GUCY1A3,ACTN1,PALLD,DES,ACTG2,MYOCD",Smooth Muscle,smooth muscle cell,CL:0000192,smooth muscle cell
Lung,5,0.75,"PTPRC,CD96,CD69,CD247,CD3G,TRBC1,TRAC,CD3E,IL7R",T cell,T cell,CL:0000084,cd8+ mem/eff t cell
Lung,5,0.75,"PECAM1,NOSTRIN,VWF,EPHB4,PTPRB,RAMP3,LDB2",Vascular Endothelial,endothelial cell of vascular tree,CL:0002139,endothelial cell
Lung,5,0.75,"SFTPA2,SLC34A2,HOPX,SFTA2,NAPSA,SFTPD,MUC1",type ii pneumocyte,type II pneumocyte,CL:0002063,alveolar type II cell
Lung,5,0.75,"FCGR3B,S100A12,MGAM,CD177,IL1R2,MTND5P32,MMP25",neutrophil,neutrophil,CL:0000775,nonclassical monocyte
Lung,5,0.75,"CD69,CXCR4,CD3G,CD3E,CD2,TRBC2,IL32","cd4-positive, alpha-beta t cell","CD4-positive, alpha-beta T cell",CL:0000624,T cell
Lung,5,0.75,"CD3D,IL32,CD3E,NKG7,GNLY,CCL4,CD2","cd8-positive, alpha-beta t cell","CD8-positive, alpha-beta T cell",CL:0000625,immune cells
Lung,5,0.75,"KLRB1,GNLY,CST7,GZMB,KLRF1,FGFBP2,PRF1",nk cell,natural killer cell,CL:0000623,natural killer cell
Lung,5,0.75,"RBP5,ZNF385D,PLVAP,ADAMTS4,CYTL1,CCL14,EXOC3L2",bronchial vessel endothelial cell,,,unclassified cell type
Lung,5,0.75,"ACTG2,JPH2,HSPB6,AC100803.2,DES,ADRA2C,CCN5",smooth muscle cell,smooth muscle cell,CL:0000192,smooth muscle cell
Lung,5,0.75,"PLA2G2A,FBLN1,MFAP5,C1R,MFAP4,C1S,DCN",adventitial cell,adventitial cell,CL:0002503,fibroblast
Lung,5,0.75,"MRC1,C1QB,FABP4,VSIG4,APOE,MS4A7,ACP5",macrophage,macrophage,CL:0000235,macrophage
Lung,5,0.75,"HPGDS,RHEX,MS4A2,VWA5A,KIT,TPSAB1,GATA2",basophil,basophil,CL:0000767,mast cell
Lung,5,0.75,"MNDA,S100A8,VSIR,S100A9,CD300E,FGL2,VCAN",classical monocyte,classical monocyte,CL:0000860,macrophage
Lung,5,0.75,"SSTR1,NOS1,CXCL12,NPR3,GJA5,DKK2,SOX17",endothelial cell of artery,endothelial cell of artery,CL:1000413,lung endothelial cell
Lung,5,0.75,"C9orf24,C11orf88,C20orf85,TPPP3,C1orf194,PIFO,CAPS",lung ciliated cell,lung ciliated cell,CL:1000271,ciliated epithelial cell
Lung,5,0.75,"S100B,FCER1A,CD1E,CST7,PKIB,GPR183,CD1C",dendritic cell,dendritic cell,CL:0000451,dendritic cell
Lung,5,0.75,"SERPINB3,LCN2,SCGB1A1,MSMB,WFDC2,TFF3,BPIFB1",respiratory goblet cell,respiratory goblet cell,CL:0002370,club cell
Lung,5,0.75,"KRT17,KRT19,TACSTD2,KRT15,PERP,KRT5,IGFBP2",basal cell,basal cell,CL:0000646,basal cell
Lung,5,0.75,"JCHAIN,SPAG4,CD79A,TNFRSF17,IGHA2,IGHG4,IGHG2",plasma cell,plasma cell,CL:0000786,plasma cell
Lung,5,0.75,"IGHM,LINC01781,TNFRSF13B,MS4A1,TNFRSF13C,CD19,VPREB3",b cell,B cell,CL:0000236,B cell
Lung,5,0.75,"TCN1,PRB1,LINC01829,PRR4,TTYH1,PRB3,SLC5A1",serous cell of epithelium of bronchus,serous cell of epithelium of bronchus,CL:1000331,goblet cell
Lung,5,0.75,"AIF1,FGL2,FCGR3A,CD163,CSF1R,RNASE6,LST1",non-classical monocyte,non-classical monocyte,CL:0000875,nonclassical monocyte
Lung,5,0.75,"CALCRL,TIMP3,FAM107A,RAMP2,FCN3,MT1M,VWF",capillary endothelial cell,capillary endothelial cell,CL:0002144,endothelial cell
Lung,5,0.75,"EMCN,TIMP3,CLDN5,CA4,GNG11,RAMP2,IL1RL1",capillary aerocyte,,,endothelial cell
Lung,5,0.75,"NTM,ST6GALNAC5,NCKAP5,MS4A15,SCEL,MYRF,RTKN2",type i pneumocyte,type I pneumocyte,CL:0002062,mast cell
Lung,5,0.75,"LIFR,C7,IGFBP7,RAMP3,TIMP3,ACKR1,CLU",vein endothelial cell,vein endothelial cell,CL:0002543,Answer not found in the Database
Lung,5,0.75,"ADH1B,RARRES2,C1S,C7,MGP,DCN,FBLN1",alveolar fibroblast,,,macrophage
Lung,5,0.75,"SEMA3D,HOXD9,FOXC2,GPR182,SCN3B,STAB2,PROX1",endothelial cell of lymphatic vessel,endothelial cell of lymphatic vessel,CL:0002138,endothelial_cell
Lung,5,0.75,"DES,MYH11,PPP1R14A,CNN1,CARMN,CRYAB,PLAC9",bronchial smooth muscle cell,bronchial smooth muscle cell,CL:0002598,smooth muscle cell
Lung,5,0.75,"FAM129C,SPIB,CLEC4C,AL139020.1,LAMP5,SCT,MZB1",plasmacytoid dendritic cell,plasmacytoid dendritic cell,CL:0000784,plasmacytoid dendritic cell
Lung,5,0.75,"NEDD4L,PIGR,SFTPB,SCGB3A2,CEACAM6,ELF3,WFDC2",club cell,club cell,CL:0000158,"pulmonary alveolar type 2 cell, club cell"
Lung,5,0.75,"SPARCL1,PLVAP,NPDC1,IGFBP7,C7,VWF,ACKR1",lung microvascular endothelial cell,lung microvascular endothelial cell,CL:2000016,endothelial cell
Lung,5,0.75,"PRELP,CCN5,LMOD1,GJA4,MYH11,PPP1R14A,COX4I2",vascular associated smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,endothelial cell
Lung,5,0.75,"LINC01902,PLPPR4,MKRN9P,AC005821.1,KCTD8,RSPO1,LRRC38",myofibroblast cell,myofibroblast cell,CL:0000186,Ciliated cells
Lung,5,0.75,"COX4I2,PDGFRB,PPP1R14A,RGN,NDUFA4L2,HIGD1B,BGN",pericyte cell,pericyte,CL:0000669,pulmonary alveolar type 2 cell
Lung,5,0.75,"ITLN1,BCHE,HAS1,ROR2,RSPO1,VIPR2,CPB1",mesothelial cell,mesothelial cell,CL:0000077,goblet cell
Lung,5,0.75,"ABCA6,SGIP1,TARID,CARMN,AC009269.2,CACNA1C,BMP5",fibroblast,fibroblast,CL:0000057,pulmonary alveolar type 2 cell
Lung,5,0.75,"RNASE2,MPEG1,AIF1,FGL2,LILRA1,CD300E,LILRB2",intermediate monocyte,intermediate monocyte,CL:0002393,macrophage
Lung,5,0.75,"CLNK,DGKI,HEPACAM2,CLCNKB,LINC01187,ASCL3,CEL",pulmonary ionocyte,pulmonary ionocyte,CL:0017000,goblet cell
Lung,5,1.0,"GPRC5A,EMP2,SCEL,DST,RTKN2,SPOCK2,ARHGEF26,LAMA3,AGER,LMO7",Alveolar Epithelial Type 1,type I pneumocyte,CL:0002062,pulmonary alveolar type 1 cell
Lung,5,1.0,"BANK1,CD79A,ADAM28,VPREB3,SP140,BLK,CD22,LINC00926,CD79B,MS4A1",B,B cell,CL:0000236,B-cell
Lung,5,1.0,"PERP,DST,S100A2,ITGA2,FHL2,KRT15,KRT17,CLDN1,KRT19,KRT5",Basal,basal cell,CL:0000646,epithelial cell
Lung,5,1.0,"VCAN,S100A12,S100A9,CSF3R,METTL9,S100A8,CD300E,CTSS,FCN1,CD99",CD14+ Monocyte,CD14-positive monocyte,CL:0001054,neutrophil
Lung,5,1.0,"TRAT1,CAMK4,CD6,ITK,MALAT1,BCL11B,IL7R,MAL,CD2,LEF1",CD4 T,"CD4-positive, alpha-beta T cell",CL:0000624,cd4+ t cell
Lung,5,1.0,"RSPH1,ZMYND10,CCDC170,DNAH6,FANK1,SNTN,CDHR3,CAPS,FAM92B,C20orf85",Ciliated,ciliated cell,CL:0000064,goblet cell
Lung,5,1.0,"FPR3,MS4A6A,HLA-DPB1,HLA-DMB,CLEC10A,HLA-DQA1,FCGR2B,GPR183,RGS1,CSF2RA",Dendritic,dendritic cell,CL:0000451,classical monocyte
Lung,5,1.0,"C1S,LUM,SLIT2,C3,ADH1B,DCN,CFD,FBLN1,C1R,ABLIM1",Fibroblast,fibroblast,CL:0000057,fibroblast
Lung,5,1.0,"PKHD1L1,PROX1,IGFBP7,TFPI,TBX1,PPFIBP1,CCL21,TFF3,MMRN1,TIMP3",Lymphatic,,,goblet cell
Lung,5,1.0,"C1QB,C1QA,GPD1,ITGAX,OLR1,SLCO2B1,MARCO,APOC1,VSIG4,ACP5",Macrophage,macrophage,CL:0000235,alveolar macrophage
Lung,5,1.0,"CD247,NKG7,GNLY,PYHIN1,KLRD1,GZMB,SPON2,KLRF1,PRF1,FCGR3A",Natural Killer,natural killer cell,CL:0000623,natural killer cell
Lung,5,1.0,"MZB1,SEC11C,PRDX4,SSR4,HSP90B1,POU2AF1,TNFRSF17,DERL3,XBP1,MANF",Plasma,plasma cell,CL:0000786,plasma cell
Lung,5,1.0,"SFTPD,LPCAT1,NAPSA,SFTPB,SFTPA1,SLC34A2,ABCA3,SFTPC,SFTPA2,LAMP3",Alveolar Epithelial Type 2,type II pneumocyte,CL:0002063,alveolar type II pneumocyte
Lung,5,1.0,"HDC,VWA5A,KIT,MS4A2,TPSAB1,GRAP2,CPA3,CD44,HPGDS,GATA2",Basophil/Mast,"basophil,mast cell","CL:0000767,CL:0000097",mast cell
Lung,5,1.0,"AIF1,LILRB2,RHOC,LST1,SAT1,IFITM2,COTL1,FCGR3A,RPS19,FCN1",CD16+ Monocyte,,,nonclassical monocyte
Lung,5,1.0,"RAMP3,FLNB,CDH5,CDC42EP1,NOSTRIN,PODXL,CD81,EPAS1,FCN3,BTNL9",Capillary,,,endothelial cell
Lung,5,1.0,"CD8A,CD3D,RPS27,CD3G,CCL5,CD8B,NKG7,RPL34,GZMH,GZMA",CD8 T,"CD8-positive, alpha-beta T cell",CL:0000625,cytotoxic T cell
Lung,5,1.0,"WFDC2,CTSE,CYB5A,KIAA1324,CEACAM6,C16orf89,SFTPB,DSTN,PIGR,SCGB3A2",Club,club cell,CL:0000158,goblet cell
Lung,5,1.0,"COL3A1,ITGBL1,CALD1,ASPN,COL1A1,BGN,LTBP1,COL6A3,COL1A2,POSTN",Myofibroblast,myofibroblast cell,CL:0000186,fibroblast
Lung,5,1.0,"IRF4,IL3RA,SEC61B,TYROBP,PPP1R14B,GZMB,NPC2,IRF7,PTPRE,PLD4",Plasmacytoid Dendritic,plasmacytoid dendritic cell,CL:0000784,natural killer t cell
Lung,5,1.0,"KPNA2,NUSAP1,STMN1,TYMS,TPX2,ANLN,H2AFZ,UBE2C,BIRC5,CDK1",Proliferating Macrophage,,,cell_cycle_related_cells
Lung,5,1.0,"HMGB2,CENPF,NUSAP1,TOP2A,UBE2C,AURKB,KIF2C,H2AFV,SMC4,BIRC5",Proliferating NK/T,,,proliferating cell
Lung,5,1.0,"ZNF385D,SPARCL1,POSTN,ENPP2,VWF,SPRY1,INHBB,COL15A1,PLVAP,EMCN",Bronchial Vessel,,,endothelial cell
Lung,5,1.0,"BPIFB1,RARRES1,SCGB3A1,MSMB,SAA1,SLPI,LCN2,WFDC2,MUC5B,SCGB1A1",Mucous,,,goblet cell
Lung,5,1.0,"LIFR,SELP,PTPRB,VWF,CPE,SRPX,TGM2,PLA1A,SLCO2A1,PRSS23",Vein,,,megakaryocyte
Lung,5,1.0,"COL4A2,TACC1,LAMB1,CALD1,LAMC3,COL4A1,PDGFRB,NID1,CHN1,COX4I2",Pericyte,pericyte,CL:0000669,lipofibroblast
Lung,5,1.0,"PLN,MYH11,DES,CNN1,DSTN,ACTA2,CSRP1,CALD1,MYL9,TPM2",Smooth Muscle,smooth muscle cell,CL:0000192,smooth muscle cell
Lung,5,1.0,"ARGLU1,SEMA3G,GJA5,EPAS1,PTPRB,EFNB2,FBLN5,DKK2,BMX,HEY1",Artery,,,cell_type_name
Lung,5,1.0,"ESAM,TBX2,STXBP6,CLDN5,HPGD,CYP3A5,APP,EDNRB,EMCN,SOSTDC1",Capillary Aerocyte,,,endothelial cell
Lung,5,1.0,"SH3BP5,GALNT18,EPAS1,IPO7,RALA,PECAM1,WWTR1,ACVRL1,VAT1,SRSF11",Capillary Intermediate,,,unidentified cell type
Lung,5,1.0,"HAS1,CCDC71L,WT1,FGF7,MEDAG,C3,STEAP1,C7,OSR1,CPXM1",Lipofibroblast,alveolar type 1 fibroblast cell,CL:4028004,fibroblast
Lung,5,1.0,"ALDH1A3,MGARP,C3,DSC3,ITLN1,DMKN,GALNT9,PRG4,SLPI,WT1",Mesothelial,mesothelial cell,CL:0000077,goblet cell
Lung,5,1.0,"GP6,GP9,ACRBP,CMTM5,ITGA2B,CABP5,GRAP2,TMEM40,PF4,TUBB1",Platelet/Megakaryocyte,"platelet,megakaryocyte","CL:0000233,CL:0000556",megakaryocyte
Lung,5,1.0,"ZFP36L2,S100A6,LGALS1,CD7,CCL5,GNLY,CXCR4,CD2,CEBPB,CTSW",Natural Killer T,,,club cell
Lung,5,1.0,"MET,CST5,CLU,CNN1,RAMP1,FAM150A,CSRP1,HSPB3,SCX,IGF1",Fibromyocyte,,,fibroblast
Lung,5,1.0,"TXN,PSCA,COX5A,GABRP,CLIC1,FAM3D,S100P,AGR2,WFDC2,CXCL17",Goblet,goblet cell,CL:0000160,goblet cell
Lung,5,1.0,"ASCL3,PHGR1,FOXI1,TMPRSS11E,TFF3,ATP6V1B1,MFSD6L,STAC2,HEPACAM2,BSND",Ionocyte,ionocyte,CL:0005006,ionocyte
Lung,5,1.0,"SCGN,SEC11C,FAM46A,EGR1,NENF,CPE,PCSK1N,PRDX2,BEX1,CHGA",Neuroendocrine,neuroendocrine cell,CL:0000165,neuroendocrine cell
Lung,5,1.0,"LYZ,PHB,TESC,PRB3,PRH2,PRB4,PRR4,ZG16B,TCN1,LPO",Serous,serous secreting cell,CL:0000313,serous cell
Lung,5,1.0,"LYZ,LAPTM5,HLA-DRB1,C1QC,FCER1G,AIF1,C1QB,CTSZ,CTSL,C1QA",Macrophages,macrophage,CL:0000235,macrophage
Lung,5,1.0,"CTSW,GZMB,CCL5,GNLY,NKG7,GZMA,CD7,PRF1,CST7,CCL4",Innate lymphoid cell NK,natural killer cell,CL:0000623,cytotoxic t cell
Lung,5,1.0,"NAPSA,SFTA3,PEBP4,SFTA2,MUC1,SLC39A8,CYB5A,S100A14,SFTPD,SLC34A2",AT2,type II pneumocyte,CL:0002063,alveolar type II cell
Lung,5,1.0,"GNG11,RAMP3,RAMP2,VWF,PECAM1,SPARCL1,CLEC14A,ACKR1,IGFBP7,MGP",EC venous,vein endothelial cell,CL:0002543,endothelial cell
Lung,5,1.0,"CCL5,CD2,TRBC2,CXCR4,CD3E,TRAC,CD69,CORO1A,IL32,CD3D",T cell lineage,T cell,CL:0000084,cd8+ mem/eff t cell
Lung,5,1.0,"IFI27,SOX17,A2M,CRIP2,PECAM1,CLEC14A,TM4SF1,GIMAP7,SPARCL1,CLDN5",EC arterial,endothelial cell of artery,CL:1000413,endothelial cell
Lung,5,1.0,"SPARC,BGN,DCN,IGFBP7,C1S,MGP,COL6A1,CALD1,COL1A2,LUM",Fibroblasts,fibroblast,CL:0000057,myofibroblast cell
Lung,5,1.0,"CAV1,TSPAN13,AGER,KRT7,ADIRF,SFTA2,FXYD3,CEACAM6,EMP2,HOPX",AT1,type I pneumocyte,CL:0002062,pulmonary alveolar type 1 cell
Lung,5,1.0,"SNTN,CD24,RP11-356K23.1,C11orf97,GSTA1,C5orf49,C12orf75,TMEM231,RP11-295M3.4,FAM229B",Multiciliated lineage,multi-ciliated epithelial cell,CL:0005012,Unidentified cell type
Lung,5,1.0,"ISG20,LTB,TSC22D3,CD79A,IGHA1,MS4A1,IGKC,CD37,CORO1A,IGLC2",B cell lineage,B cell,CL:0000236,B cell
Lung,5,1.0,"TACSTD2,CEACAM6,KRT19,WFDC2,PIGR,KRT7,MUC1,BPIFB1,CXCL17,CP",Secretory,secretory cell,CL:0000151,airway epithelial secretory cell
Lung,5,1.0,"S100A9,FCN1,S100A12,AIF1,COTL1,CD14,LST1,FCER1G,S100A8,VCAN",Monocytes,monocyte,CL:0000576,neutrophil
Lung,5,1.0,"SEC11C,PIGR,ZG16B,PIP,CCL28,MARCKSL1,TCN1,SELM,LTF,AZGP1",Submucosal Secretory,,,goblet cell
Lung,5,1.0,"AQP1,PECAM1,CLEC14A,IFI27,CDH5,HYAL2,EGFL7,TM4SF1,SPARCL1,CLDN5",EC capillary,capillary endothelial cell,CL:0002144,endothelial cell
Lung,5,1.0,"SDPR,CCL21,MMRN1,GNG11,PPFIBP1,CLDN5,ECSCR,RAMP2,TM4SF1,IGFBP7",Lymphatic EC mature,,,endothelial cell
Lung,5,1.0,"SDPR,CLDN5,TIMP3,TFPI,TFF3,CCL21,IGFBP7,TCF4,AKAP12,GNG11",Lymphatic EC differentiating,,,cell_type_name
Lung,5,1.0,"MS4A6A,HLA-DMA,HLA-DQA1,HLA-DRB1,HLA-DPA1,GPR183,CORO1A,ITGB2,HLA-DQB1,HLA-DPB1",Dendritic cells,dendritic cell,CL:0000451,macrophage
Lung,5,1.0,"IGFBP5,GPX3,CYR61,TAGLN,PRELP,TPM2,CALD1,CTGF,MT1X,SPARCL1",Myofibroblasts,myofibroblast cell,CL:0000186,myofibroblast
Lung,5,1.0,"HPGDS,VWA5A,GATA2,TPSAB1,C1orf186,TPSB2,KIT,MS4A2,CPA3,RGS13",Mast cells,mast cell,CL:0000097,mast cell
Lung,5,1.0,"NEXN,PPP1R14A,SELM,LMOD1,TPM2,DES,PLN,FLNA,IGFBP7,ACTG2",Fibromyocytes,,,smooth muscle cell
Lung,5,1.0,"COX20,MARCKS,EID1,ARPC1A,HMGN2,TUBB,LSM2,HMGN1,ECSCR,S100A16",Lymphatic EC proliferating,,,neutrophil
Lung,5,1.0,"ST6GALNAC3,FBXL7,MMRN1,TSHZ2,PPFIBP1,LDB2,SEMA3A,CD36,KALRN,PKHD1L1",Endothelial cell (lymphatic),endothelial cell of lymphatic vessel,CL:0002138,Alveolar Macrophage
Lung,5,1.0,"LIMCH1,LMO7,ST6GALNAC5,LAMA3,NCKAP5,RBMS3,KHDRBS2,NTM,EMP2,RAB11FIP1",Epithelial cell (alveolar type I),type I pneumocyte,CL:0002062,unspecified_cell_type
Lung,5,1.0,"ERBB4,ABCA3,SFTPC,AUTS2,MACROD2,ANK3,ZNF385B,SFTPB,LRRK2,PDE4D",Epithelial cell (alveolar type II),type II pneumocyte,CL:0002063,pulmonary alveolar type 2 cell
Lung,5,1.0,"XPR1,TP63,CACHD1,FAF1,EYA2,GLIS3,SSBP2,KRT17,RBMS3,MACROD2",Epithelial cell (basal),basal cell,CL:0000646,basal epithelial cell
